Trial,Enc_Latency_ns,Enc_RAM_Bytes,CPU_Percent,Enc_Throughput_bps
541,58552516,34992128,101.6,716334170.85
542,58361165,34992128,101.9,718682843.29
543,58644071,34992128,101.4,715215831.45
544,58376961,34992128,85.0,718488377.63
545,58256777,34992128,102.1,719970622.47
546,58257239,34992128,102.1,719964912.86
547,58224203,34992128,102.2,720373415.85
548,58258832,34992128,102.1,719945226.50
549,58329054,34992128,102.0,719078488.74
550,58401091,34992128,101.9,718191514.61
551,58225147,34992128,102.1,720361736.48
552,58515775,34992128,84.8,716783944.16
553,58346517,34992128,102.0,718863269.94
554,58346794,34992128,102.0,718859857.15
555,58258184,34992128,102.1,719953234.38
556,58230406,34992128,102.2,720296677.99
557,58382572,34992128,101.9,718419325.55
558,58622756,34996224,101.5,715475881.07
559,58457220,34996224,101.7,717501927.05
560,58386146,34996224,101.9,718375348.84
561,58275831,34996224,85.1,719735219.22
562,58215221,34996224,102.2,720484561.93
563,58280924,34996224,102.1,719672323.66
564,58309553,34996224,102.0,719318976.77
565,58255498,34996224,102.2,719986429.44
566,58273906,34996224,85.0,719758994.70
567,58533256,34996224,101.7,716569876.11
568,58296683,34996224,102.1,719477778.86
569,58438812,34996224,101.8,717727937.39
570,58322665,34996224,102.0,719157260.73
571,58397331,34996224,101.9,718237756.45
572,58222387,34996224,102.2,720395884.83
573,58228665,34996224,102.1,720318214.41
574,58419016,34996224,84.9,717971148.30
575,58456608,34996224,101.8,717509438.80
576,58522924,34996224,101.6,716696383.80
577,58426609,34996224,101.8,717877842.27
578,58233202,34996224,102.2,720262093.78
579,58361406,34996224,102.0,718679875.53
580,58273091,34996224,102.1,719769061.16
581,58314294,35000320,102.0,719260495.55
582,58168277,35000320,85.3,721066020.23
583,58299221,35000320,102.1,719446457.10
584,58397886,35000320,101.9,718230930.48
585,58248128,35000320,102.2,720077527.64
586,58411034,35000320,101.9,718069260.68
587,58312276,35000320,102.0,719285386.84
588,58313202,35000320,102.0,719273964.75
589,58200239,35000320,102.3,720670030.24
590,58118203,35000320,85.3,721687282.73
591,58397591,35000320,101.9,718234558.68
592,58402665,35000320,101.9,718172158.75
593,58370369,35000320,101.9,718569519.41
594,58546349,35000320,101.6,716409626.16
595,58296017,35000320,102.1,719485998.50
596,58479645,35000320,101.8,717226788.91
597,58209610,35000320,102.2,720554011.61
598,58343276,35000320,102.0,718903203.17
599,58159666,35000320,85.3,721172779.77
